Maxdepth,Maxfeatures,Minsamplesperleaf,Minsamplespersplit,MMRE-
1,0.01,1,2,4.617407481293882
1,0.01,1,7,4.422108709745809
1,0.01,1,12,4.617407481293882
1,0.01,1,17,4.4635020166687305
1,0.01,1,21,4.617407481293882
1,0.01,4,2,4.443502271736527
1,0.01,4,7,4.858999137596292
1,0.01,4,12,4.422108709745809
1,0.01,4,17,4.422108709745809
1,0.01,4,21,4.422108709745809
1,0.01,7,2,4.422108709745809
1,0.01,7,7,3.556891133247257
1,0.01,7,12,3.074232717767688
1,0.01,7,17,3.556891133247257
1,0.01,7,21,4.4635020166687305
1,0.01,10,2,4.858999137596292
1,0.01,10,7,3.074232717767688
1,0.01,10,12,3.074232717767688
1,0.01,10,17,3.611999773894617
1,0.01,10,21,5.345468090441227
1,0.01,12,2,4.858999137596292
1,0.01,12,7,3.611999773894617
1,0.01,12,12,4.4635020166687305
1,0.01,12,17,5.225370883380868
1,0.01,12,21,4.4635020166687305
1,0.12,1,2,5.37510621735187
1,0.12,1,7,3.611999773894617
1,0.12,1,12,4.422108709745809
1,0.12,1,17,4.585303963033664
1,0.12,1,21,4.617407481293882
1,0.12,4,2,4.443502271736527
1,0.12,4,7,4.4635020166687305
1,0.12,4,12,3.815768545152246
1,0.12,4,17,4.4635020166687305
1,0.12,4,21,4.422108709745809
1,0.12,7,2,3.611999773894617
1,0.12,7,7,3.815768545152246
1,0.12,7,12,3.6521670572187768
1,0.12,7,17,5.225370883380868
1,0.12,7,21,5.225370883380868
1,0.12,10,2,5.589013428673031
1,0.12,10,7,5.225370883380868
1,0.12,10,12,5.225370883380868
1,0.12,10,17,3.611999773894617
1,0.12,10,21,4.4635020166687305
1,0.12,12,2,5.589013428673031
1,0.12,12,7,5.225370883380868
1,0.12,12,12,3.1347862451041872
1,0.12,12,17,3.07365505874361
1,0.12,12,21,5.589013428673031
1,0.23,1,2,3.938716972079412
1,0.23,1,7,4.585303963033664
1,0.23,1,12,3.938716972079412
1,0.23,1,17,3.94738859076666
1,0.23,1,21,4.617407481293882
1,0.23,4,2,4.422108709745809
1,0.23,4,7,3.938716972079412
1,0.23,4,12,4.422108709745809
1,0.23,4,17,3.815768545152246
1,0.23,4,21,3.938716972079412
1,0.23,7,2,4.422108709745809
1,0.23,7,7,3.6521670572187768
1,0.23,7,12,4.422108709745809
1,0.23,7,17,3.815768545152246
1,0.23,7,21,3.815768545152246
1,0.23,10,2,4.858999137596292
1,0.23,10,7,3.611999773894617
1,0.23,10,12,3.07365505874361
1,0.23,10,17,3.1347862451041872
1,0.23,10,21,4.623039620766083
1,0.23,12,2,4.623039620766083
1,0.23,12,7,3.611999773894617
1,0.23,12,12,3.07365505874361
1,0.23,12,17,3.611999773894617
1,0.23,12,21,4.623039620766083
1,0.34,1,2,4.585303963033664
1,0.34,1,7,4.617407481293882
1,0.34,1,12,3.938716972079412
1,0.34,1,17,3.94738859076666
1,0.34,1,21,3.938716972079412
1,0.34,4,2,3.938716972079412
1,0.34,4,7,3.94738859076666
1,0.34,4,12,3.938716972079412
1,0.34,4,17,3.938716972079412
1,0.34,4,21,3.938716972079412
1,0.34,7,2,3.556891133247257
1,0.34,7,7,3.556891133247257
1,0.34,7,12,3.6521670572187768
1,0.34,7,17,3.815768545152246
1,0.34,7,21,3.815768545152246
1,0.34,10,2,3.074232717767688
1,0.34,10,7,3.074232717767688
1,0.34,10,12,3.1347862451041872
1,0.34,10,17,3.1347862451041872
1,0.34,10,21,3.074232717767688
1,0.34,12,2,3.074232717767688
1,0.34,12,7,3.074232717767688
1,0.34,12,12,3.1347862451041872
1,0.34,12,17,3.07365505874361
1,0.34,12,21,3.611999773894617
1,0.45,1,2,3.938716972079412
1,0.45,1,7,4.422108709745809
1,0.45,1,12,3.938716972079412
1,0.45,1,17,4.585303963033664
1,0.45,1,21,4.585303963033664
1,0.45,4,2,3.94738859076666
1,0.45,4,7,3.938716972079412
1,0.45,4,12,3.938716972079412
1,0.45,4,17,3.938716972079412
1,0.45,4,21,3.938716972079412
1,0.45,7,2,3.6521670572187768
1,0.45,7,7,3.6521670572187768
1,0.45,7,12,3.556891133247257
1,0.45,7,17,3.556891133247257
1,0.45,7,21,3.556891133247257
1,0.45,10,2,3.1347862451041872
1,0.45,10,7,3.1347862451041872
1,0.45,10,12,3.07365505874361
1,0.45,10,17,3.1347862451041872
1,0.45,10,21,3.074232717767688
1,0.45,12,2,3.1347862451041872
1,0.45,12,7,3.1347862451041872
1,0.45,12,12,3.074232717767688
1,0.45,12,17,3.1347862451041872
1,0.45,12,21,3.1347862451041872
1,0.56,1,2,3.938716972079412
1,0.56,1,7,3.94738859076666
1,0.56,1,12,3.94738859076666
1,0.56,1,17,3.94738859076666
1,0.56,1,21,3.94738859076666
1,0.56,4,2,3.94738859076666
1,0.56,4,7,3.938716972079412
1,0.56,4,12,3.938716972079412
1,0.56,4,17,3.94738859076666
1,0.56,4,21,3.94738859076666
1,0.56,7,2,3.556891133247257
1,0.56,7,7,3.556891133247257
1,0.56,7,12,3.556891133247257
1,0.56,7,17,3.6521670572187768
1,0.56,7,21,3.6521670572187768
1,0.56,10,2,3.1347862451041872
1,0.56,10,7,3.1347862451041872
1,0.56,10,12,3.1347862451041872
1,0.56,10,17,3.1347862451041872
1,0.56,10,21,3.1347862451041872
1,0.56,12,2,3.07365505874361
1,0.56,12,7,3.07365505874361
1,0.56,12,12,3.1347862451041872
1,0.56,12,17,3.1347862451041872
1,0.56,12,21,3.1347862451041872
1,0.67,1,2,3.938716972079412
1,0.67,1,7,3.938716972079412
1,0.67,1,12,3.938716972079412
1,0.67,1,17,3.94738859076666
1,0.67,1,21,3.94738859076666
1,0.67,4,2,3.938716972079412
1,0.67,4,7,3.938716972079412
1,0.67,4,12,3.938716972079412
1,0.67,4,17,3.938716972079412
1,0.67,4,21,3.938716972079412
1,0.67,7,2,3.6521670572187768
1,0.67,7,7,3.6521670572187768
1,0.67,7,12,3.556891133247257
1,0.67,7,17,3.556891133247257
1,0.67,7,21,3.6521670572187768
1,0.67,10,2,3.1347862451041872
1,0.67,10,7,3.1347862451041872
1,0.67,10,12,3.07365505874361
1,0.67,10,17,3.1347862451041872
1,0.67,10,21,3.1347862451041872
1,0.67,12,2,3.1347862451041872
1,0.67,12,7,3.1347862451041872
1,0.67,12,12,3.1347862451041872
1,0.67,12,17,3.1347862451041872
1,0.67,12,21,3.1347862451041872
1,0.78,1,2,3.938716972079412
1,0.78,1,7,3.938716972079412
1,0.78,1,12,3.938716972079412
1,0.78,1,17,4.585303963033664
1,0.78,1,21,3.94738859076666
1,0.78,4,2,3.938716972079412
1,0.78,4,7,3.94738859076666
1,0.78,4,12,3.938716972079412
1,0.78,4,17,3.938716972079412
1,0.78,4,21,3.938716972079412
1,0.78,7,2,3.556891133247257
1,0.78,7,7,3.556891133247257
1,0.78,7,12,3.556891133247257
1,0.78,7,17,3.556891133247257
1,0.78,7,21,3.556891133247257
1,0.78,10,2,3.1347862451041872
1,0.78,10,7,3.074232717767688
1,0.78,10,12,3.1347862451041872
1,0.78,10,17,3.1347862451041872
1,0.78,10,21,3.1347862451041872
1,0.78,12,2,3.1347862451041872
1,0.78,12,7,3.1347862451041872
1,0.78,12,12,3.1347862451041872
1,0.78,12,17,3.1347862451041872
1,0.78,12,21,3.07365505874361
1,0.89,1,2,3.938716972079412
1,0.89,1,7,3.938716972079412
1,0.89,1,12,3.938716972079412
1,0.89,1,17,3.938716972079412
1,0.89,1,21,3.938716972079412
1,0.89,4,2,3.938716972079412
1,0.89,4,7,3.938716972079412
1,0.89,4,12,3.938716972079412
1,0.89,4,17,3.938716972079412
1,0.89,4,21,3.938716972079412
1,0.89,7,2,3.556891133247257
1,0.89,7,7,3.556891133247257
1,0.89,7,12,3.556891133247257
1,0.89,7,17,3.556891133247257
1,0.89,7,21,3.556891133247257
1,0.89,10,2,3.1347862451041872
1,0.89,10,7,3.1347862451041872
1,0.89,10,12,3.1347862451041872
1,0.89,10,17,3.1347862451041872
1,0.89,10,21,3.1347862451041872
1,0.89,12,2,3.1347862451041872
1,0.89,12,7,3.1347862451041872
1,0.89,12,12,3.1347862451041872
1,0.89,12,17,3.1347862451041872
1,0.89,12,21,3.1347862451041872
1,1.0,1,2,3.938716972079412
1,1.0,1,7,3.938716972079412
1,1.0,1,12,3.938716972079412
1,1.0,1,17,3.938716972079412
1,1.0,1,21,3.938716972079412
1,1.0,4,2,3.938716972079412
1,1.0,4,7,3.938716972079412
1,1.0,4,12,3.938716972079412
1,1.0,4,17,3.938716972079412
1,1.0,4,21,3.938716972079412
1,1.0,7,2,3.556891133247257
1,1.0,7,7,3.556891133247257
1,1.0,7,12,3.556891133247257
1,1.0,7,17,3.556891133247257
1,1.0,7,21,3.556891133247257
1,1.0,10,2,3.1347862451041872
1,1.0,10,7,3.1347862451041872
1,1.0,10,12,3.1347862451041872
1,1.0,10,17,3.1347862451041872
1,1.0,10,21,3.1347862451041872
1,1.0,12,2,3.1347862451041872
1,1.0,12,7,3.1347862451041872
1,1.0,12,12,3.1347862451041872
1,1.0,12,17,3.1347862451041872
1,1.0,12,21,3.1347862451041872
6,0.01,1,2,1.3985562315698323
6,0.01,1,7,1.8277396423588088
6,0.01,1,12,1.3952452212212234
6,0.01,1,17,1.6646520546766868
6,0.01,1,21,2.3248754794956725
6,0.01,4,2,3.080444138763442
6,0.01,4,7,2.5552319564717663
6,0.01,4,12,3.912388053519624
6,0.01,4,17,2.1042898817314666
6,0.01,4,21,3.441839290621353
6,0.01,7,2,2.2552418985078093
6,0.01,7,7,2.835011538045133
6,0.01,7,12,5.589013428673031
6,0.01,7,17,3.3961277017240583
6,0.01,7,21,4.4635020166687305
6,0.01,10,2,5.589013428673031
6,0.01,10,7,3.07365505874361
6,0.01,10,12,3.1347862451041872
6,0.01,10,17,4.4635020166687305
6,0.01,10,21,3.611999773894617
6,0.01,12,2,5.589013428673031
6,0.01,12,7,5.589013428673031
6,0.01,12,12,3.977013716465186
6,0.01,12,17,3.240028352873248
6,0.01,12,21,3.976222451191896
6,0.12,1,2,0.7416636507474503
6,0.12,1,7,1.3073561666257554
6,0.12,1,12,2.061167914415633
6,0.12,1,17,2.5320737107854363
6,0.12,1,21,2.3345981537993072
6,0.12,4,2,2.0979060130529694
6,0.12,4,7,2.845342369439386
6,0.12,4,12,3.416525407534884
6,0.12,4,17,2.6893229879371705
6,0.12,4,21,2.6061244314700733
6,0.12,7,2,2.6316562306770743
6,0.12,7,7,3.6521670572187768
6,0.12,7,12,3.1642092435855877
6,0.12,7,17,3.377055604038267
6,0.12,7,21,2.668807019725781
6,0.12,10,2,5.589013428673031
6,0.12,10,7,3.197676754664198
6,0.12,10,12,3.074232717767688
6,0.12,10,17,3.740548251148101
6,0.12,10,21,5.589013428673031
6,0.12,12,2,3.1347862451041872
6,0.12,12,7,4.623039620766083
6,0.12,12,12,3.4781868310049404
6,0.12,12,17,3.623678914758214
6,0.12,12,21,3.611999773894617
6,0.23,1,2,0.7550540502923899
6,0.23,1,7,0.9472653663631174
6,0.23,1,12,1.481560491119526
6,0.23,1,17,1.79298011796156
6,0.23,1,21,2.1584434111648743
6,0.23,4,2,1.122371642372909
6,0.23,4,7,1.8024805999082
6,0.23,4,12,1.5880440163957026
6,0.23,4,17,1.466188237112093
6,0.23,4,21,1.7385549508307785
6,0.23,7,2,2.1705317959267725
6,0.23,7,7,1.859731623401916
6,0.23,7,12,2.5438595583812007
6,0.23,7,17,2.336352267964684
6,0.23,7,21,2.837789581384345
6,0.23,10,2,2.570616249839848
6,0.23,10,7,2.4540501345534524
6,0.23,10,12,4.050476684216052
6,0.23,10,17,2.952336405647792
6,0.23,10,21,2.1205124084608915
6,0.23,12,2,2.471083865048575
6,0.23,12,7,2.4507683715645365
6,0.23,12,12,3.1347862451041872
6,0.23,12,17,3.7176594556887337
6,0.23,12,21,3.074232717767688
6,0.34,1,2,0.6558681993411538
6,0.34,1,7,0.5705672454959996
6,0.34,1,12,1.0883249734871672
6,0.34,1,17,1.5689097916113708
6,0.34,1,21,1.6059789156412712
6,0.34,4,2,0.9497048627051228
6,0.34,4,7,0.9224879056487396
6,0.34,4,12,0.8494960244734602
6,0.34,4,17,1.0872187334372665
6,0.34,4,21,1.2746322026355887
6,0.34,7,2,1.6364784392997125
6,0.34,7,7,1.713571635052399
6,0.34,7,12,1.909296458851596
6,0.34,7,17,2.0711179785588163
6,0.34,7,21,1.77425479352193
6,0.34,10,2,2.1421691593027257
6,0.34,10,7,1.7764669286101455
6,0.34,10,12,2.882668334889928
6,0.34,10,17,2.165629111797297
6,0.34,10,21,1.615704596837083
6,0.34,12,2,1.9573312520369504
6,0.34,12,7,2.2501096807631438
6,0.34,12,12,1.7046769508352992
6,0.34,12,17,2.7786972207201344
6,0.34,12,21,2.3938340827148186
6,0.45,1,2,0.6129584828310326
6,0.45,1,7,0.6542256117807302
6,0.45,1,12,0.8350812704179049
6,0.45,1,17,0.9630225770636732
6,0.45,1,21,0.9282191791197444
6,0.45,4,2,0.978933431415451
6,0.45,4,7,1.0313795223867317
6,0.45,4,12,1.070775906123271
6,0.45,4,17,1.2353885226800032
6,0.45,4,21,1.5346492117386097
6,0.45,7,2,1.370512705784935
6,0.45,7,7,1.4158023578277168
6,0.45,7,12,1.3938939573677922
6,0.45,7,17,1.8268496859980523
6,0.45,7,21,1.996626402862444
6,0.45,10,2,1.5634775579426168
6,0.45,10,7,1.5068533142435303
6,0.45,10,12,2.130830225675423
6,0.45,10,17,2.319797404888365
6,0.45,10,21,1.632742446204086
6,0.45,12,2,1.848588233989452
6,0.45,12,7,1.937914938766759
6,0.45,12,12,2.656723910860136
6,0.45,12,17,1.995122346535684
6,0.45,12,21,1.937914938766759
6,0.56,1,2,0.3717783759658667
6,0.56,1,7,0.4952718176560569
6,0.56,1,12,0.7812889215077419
6,0.56,1,17,0.90402079241184
6,0.56,1,21,1.3081693468215223
6,0.56,4,2,0.834984223698986
6,0.56,4,7,0.7791622640531766
6,0.56,4,12,1.2383424657028117
6,0.56,4,17,0.8833738525612135
6,0.56,4,21,1.2561735856752645
6,0.56,7,2,1.6918261549936962
6,0.56,7,7,1.6804946061365895
6,0.56,7,12,1.4029562536224385
6,0.56,7,17,1.508390564119622
6,0.56,7,21,1.60274824074989
6,0.56,10,2,1.6064457108644696
6,0.56,10,7,2.1205124084608915
6,0.56,10,12,1.6064457108644696
6,0.56,10,17,2.165629111797297
6,0.56,10,21,1.527368996074003
6,0.56,12,2,1.7764669286101455
6,0.56,12,7,1.8840824340060105
6,0.56,12,12,1.7764669286101455
6,0.56,12,17,2.5036685793946853
6,0.56,12,21,1.6905033078941598
6,0.67,1,2,0.3157638958660786
6,0.67,1,7,0.4985565100078991
6,0.67,1,12,0.6570992763864051
6,0.67,1,17,0.7673200767004323
6,0.67,1,21,1.2585475537683644
6,0.67,4,2,0.6503071388630927
6,0.67,4,7,0.6900350444322298
6,0.67,4,12,0.7747855077314221
6,0.67,4,17,0.8603460026689996
6,0.67,4,21,1.7769957237050145
6,0.67,7,2,1.396952194195055
6,0.67,7,7,1.5373563115284723
6,0.67,7,12,1.6396885075439518
6,0.67,7,17,1.3551749656740766
6,0.67,7,21,1.300752301421691
6,0.67,10,2,1.7569640044166794
6,0.67,10,7,1.6064457108644696
6,0.67,10,12,1.6064457108644696
6,0.67,10,17,1.5068533142435303
6,0.67,10,21,1.6893666899031718
6,0.67,12,2,1.7764669286101455
6,0.67,12,7,1.7764669286101455
6,0.67,12,12,1.6860029286724614
6,0.67,12,17,2.237898971567157
6,0.67,12,21,1.799932157338532
6,0.78,1,2,0.3254278310446161
6,0.78,1,7,0.4657943552438805
6,0.78,1,12,0.7687809843445209
6,0.78,1,17,0.8751763777468166
6,0.78,1,21,1.2585475537683644
6,0.78,4,2,0.7242231494682314
6,0.78,4,7,0.6823116100203626
6,0.78,4,12,0.7349917920148709
6,0.78,4,17,0.8584361406207606
6,0.78,4,21,1.2561735856752645
6,0.78,7,2,1.5599249317912902
6,0.78,7,7,1.2713849503928445
6,0.78,7,12,1.543645816903537
6,0.78,7,17,1.396398383427965
6,0.78,7,21,1.3235289684526037
6,0.78,10,2,1.6064457108644696
6,0.78,10,7,1.6064457108644696
6,0.78,10,12,1.6064457108644696
6,0.78,10,17,1.7764669286101455
6,0.78,10,21,1.6064457108644696
6,0.78,12,2,2.237898971567157
6,0.78,12,7,1.6860029286724614
6,0.78,12,12,1.6860029286724614
6,0.78,12,17,1.6860029286724614
6,0.78,12,21,1.6860029286724614
6,0.89,1,2,0.3372825130747368
6,0.89,1,7,0.4639833250810473
6,0.89,1,12,0.7548244240457632
6,0.89,1,17,0.7673200767004323
6,0.89,1,21,0.8785973860665867
6,0.89,4,2,0.5669050069607539
6,0.89,4,7,0.6140272939405177
6,0.89,4,12,0.6870601912608233
6,0.89,4,17,0.8584361406207606
6,0.89,4,21,0.8785973860665867
6,0.89,7,2,1.2701670347248226
6,0.89,7,7,1.3989049029355016
6,0.89,7,12,1.307871663344296
6,0.89,7,17,1.268266722844781
6,0.89,7,21,1.300752301421691
6,0.89,10,2,1.4770051008624137
6,0.89,10,7,1.6064457108644696
6,0.89,10,12,1.5095038057088122
6,0.89,10,17,1.5203963488381975
6,0.89,10,21,1.7764669286101455
6,0.89,12,2,1.6860029286724614
6,0.89,12,7,1.6860029286724614
6,0.89,12,12,1.6860029286724614
6,0.89,12,17,1.6860029286724614
6,0.89,12,21,1.6860029286724614
6,1.0,1,2,0.3372825130747368
6,1.0,1,7,0.4431295978703802
6,1.0,1,12,0.7548244240457632
6,1.0,1,17,0.7673200767004323
6,1.0,1,21,0.8785973860665867
6,1.0,4,2,0.5669050069607539
6,1.0,4,7,0.5669050069607539
6,1.0,4,12,0.7349917920148709
6,1.0,4,17,0.800015049755077
6,1.0,4,21,0.8785973860665867
6,1.0,7,2,1.2621616325752942
6,1.0,7,7,1.2621616325752942
6,1.0,7,12,1.2621616325752942
6,1.0,7,17,1.268266722844781
6,1.0,7,21,1.300752301421691
6,1.0,10,2,1.6064457108644696
6,1.0,10,7,1.6064457108644696
6,1.0,10,12,1.6064457108644696
6,1.0,10,17,1.6064457108644696
6,1.0,10,21,1.6064457108644696
6,1.0,12,2,1.6860029286724614
6,1.0,12,7,1.6860029286724614
6,1.0,12,12,1.6860029286724614
6,1.0,12,17,1.6860029286724614
6,1.0,12,21,1.6860029286724614
11,0.01,1,2,0.0051169590643274
11,0.01,1,7,1.2940309677856592
11,0.01,1,12,2.43919044457825
11,0.01,1,17,1.6506568044579213
11,0.01,1,21,2.7960236687756304
11,0.01,4,2,1.6938323820572163
11,0.01,4,7,1.7814367491406642
11,0.01,4,12,3.028467041483918
11,0.01,4,17,2.622298379436995
11,0.01,4,21,3.94738859076666
11,0.01,7,2,3.6521670572187768
11,0.01,7,7,2.8303487727393466
11,0.01,7,12,4.3194710517581
11,0.01,7,17,3.6521670572187768
11,0.01,7,21,2.829404287215253
11,0.01,10,2,3.250907573512761
11,0.01,10,7,3.5494015852707066
11,0.01,10,12,1.9932636246767577
11,0.01,10,17,3.494235045400822
11,0.01,10,21,4.004888063209272
11,0.01,12,2,4.5024996872764245
11,0.01,12,7,5.225370883380868
11,0.01,12,12,3.17792221509639
11,0.01,12,17,5.589013428673031
11,0.01,12,21,5.345468090441227
11,0.12,1,2,0.0548245614035087
11,0.12,1,7,0.944288324745965
11,0.12,1,12,1.8787263395786264
11,0.12,1,17,1.3463381626492612
11,0.12,1,21,2.1728289635043505
11,0.12,4,2,1.830359881930768
11,0.12,4,7,2.819833074011508
11,0.12,4,12,2.261032225785347
11,0.12,4,17,2.253573253933004
11,0.12,4,21,2.55141407721089
11,0.12,7,2,3.4606483320698365
11,0.12,7,7,3.19433171681894
11,0.12,7,12,3.556891133247257
11,0.12,7,17,2.521783692389155
11,0.12,7,21,3.158138186973769
11,0.12,10,2,4.429590403279567
11,0.12,10,7,2.4291615335041907
11,0.12,10,12,3.884733192440873
11,0.12,10,17,5.589013428673031
11,0.12,10,21,2.8565096716811444
11,0.12,12,2,3.5494015852707066
11,0.12,12,7,5.589013428673031
11,0.12,12,12,5.589013428673031
11,0.12,12,17,4.105518230686231
11,0.12,12,21,3.113552683584932
11,0.23,1,2,0.0111946532999164
11,0.23,1,7,1.0439905445668474
11,0.23,1,12,1.0110997427710935
11,0.23,1,17,1.40762941320017
11,0.23,1,21,1.648344795239781
11,0.23,4,2,1.237467367253011
11,0.23,4,7,1.218890760179956
11,0.23,4,12,1.911941322093489
11,0.23,4,17,1.9205790899947013
11,0.23,4,21,1.3621366736514384
11,0.23,7,2,2.344838967487713
11,0.23,7,7,2.329622352658861
11,0.23,7,12,1.7683122409366152
11,0.23,7,17,2.631841666564598
11,0.23,7,21,3.00932768065589
11,0.23,10,2,4.301633692250082
11,0.23,10,7,2.2670043894905745
11,0.23,10,12,2.7269086944367897
11,0.23,10,17,2.69645726462692
11,0.23,10,21,3.113552683584932
11,0.23,12,2,2.2501096807631438
11,0.23,12,7,2.471083865048575
11,0.23,12,12,2.4507683715645365
11,0.23,12,17,1.995122346535684
11,0.23,12,21,2.7786972207201344
11,0.34,1,2,-0.0
11,0.34,1,7,0.5767473563573379
11,0.34,1,12,1.1812554751309596
11,0.34,1,17,1.194860011811844
11,0.34,1,21,1.5418036512271434
11,0.34,4,2,0.7797942160332493
11,0.34,4,7,1.2123823310409707
11,0.34,4,12,1.5546634321387487
11,0.34,4,17,1.1613722221901073
11,0.34,4,21,1.7564974751660445
11,0.34,7,2,1.8736653614482703
11,0.34,7,7,1.546179427065299
11,0.34,7,12,1.892910690784397
11,0.34,7,17,1.630454830891036
11,0.34,7,21,1.8394434186984492
11,0.34,10,2,1.799804998331877
11,0.34,10,7,2.2737672655096137
11,0.34,10,12,1.5690049324565942
11,0.34,10,17,3.030716657279166
11,0.34,10,21,2.662385216077009
11,0.34,12,2,1.8102145490823656
11,0.34,12,7,3.165387222668399
11,0.34,12,12,1.7764669286101455
11,0.34,12,17,1.940852629545554
11,0.34,12,21,2.4507683715645365
11,0.45,1,2,0.0479817532682064
11,0.45,1,7,0.4748402271925364
11,0.45,1,12,0.9385252135285816
11,0.45,1,17,0.8830595227576991
11,0.45,1,21,1.2930837754638769
11,0.45,4,2,1.1392375712107403
11,0.45,4,7,1.202822746126922
11,0.45,4,12,0.9454884850022842
11,0.45,4,17,0.9962860785410396
11,0.45,4,21,1.5346492117386097
11,0.45,7,2,1.4621891425076534
11,0.45,7,7,1.6804946061365895
11,0.45,7,12,1.528625263271354
11,0.45,7,17,1.5819574102249871
11,0.45,7,21,1.371336013955762
11,0.45,10,2,1.6919971922005947
11,0.45,10,7,1.9271213338311144
11,0.45,10,12,2.0389882225535447
11,0.45,10,17,1.99024204289064
11,0.45,10,21,1.7625486548476454
11,0.45,12,2,2.3648236785079177
11,0.45,12,7,1.995122346535684
11,0.45,12,12,1.756990568624435
11,0.45,12,17,3.2471278510456743
11,0.45,12,21,1.7764669286101455
11,0.56,1,2,-0.0
11,0.56,1,7,0.5520480106242642
11,0.56,1,12,0.7471311686568817
11,0.56,1,17,0.7176642603376275
